"Contract No","Title","DAC Code","Contractor","Contractor Nationality","Country or Region","Action location","Amount in Euro","Type of contract","Duration","Duration Unit","Year"
155348,"Organization of various Euro Mediterranean Seminars and Meetings on Thematic subjects   ",15110,"BCD TRAVEL BELGIUM NV","Belgium","Region Neighbourhood","These meetings are spread over countries of the EU rotating Presidencies and some southern Mediterranean countries, namely Egypt, Morocco, Jordan and Tunisia.
Target Groups : South Mediterranean experts (public sector) in the field envisaged. ",697620,"Services",28,"J",2008
155407,"Organization of various Euro Mediterranean Ministerial Conferences.",15110,"BCD TRAVEL BELGIUM NV","Belgium","Region Neighbourhood","Ministerial Conferences are spread over countries of the EU rotating Presidencies and some southern Mediterranean countries, namely Egypt, Morocco, Jordan and Tunisia.
Target Groups : South Mediterranean Ministries.",723620,"Services",25,"J",2008
155489,"Dummy contract for financial audit 2004/88-189, Developing Local Democracy and Self Government","N/A","MOORE STEPHENS LLP","United Kingdom","Russia ","Arnhem, the Netherlands. Kaluga and Malojaroslavets Regions, Russian Federation.",14603,"Services",1,"M",2008
155498,"Audit of contracts 107340 and 139532 on the refurbishment of health facilities in Georgia","N/A","MOORE STEPHENS LLP","United Kingdom","Georgia",,26150,"Services",270,"J",2008
155683,"Transport dialogue and networks interoperability between the EU and its neighbouring countries and Central Asian countries",21010,"TRT TRASPORTI E TERRITORIO SRL","Italy","Eastern Europe Region","Armenia, Azerbaijan, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Tajikistan, Uzbekistan and Ukraine. Bulgaria, Romania and Turkey should be associated to the project as TRACECA members. ",6576000,"Services",36,"M",2008
155844,"Printemps Musical des Alizés 2008 - Pianos",16061,"SOCIETE MAROCAINE INDUSTRIELLE FINANCIERE ET AGRICOLE SA","Morocco","Morocco","Essaouira, Maroc",5000,"Services",4,"M",2008
156143,"Publicité pour l'appel à propositions pour les activité culturelles 2008","N/A","CONTRAST GROUP SARL","Lebanon","Region Neighbourhood","Beyrouth, Liban",4985,"Services",2,"M",2008
156337,"Support to the Ministry of Education and Science of Georgia for elaboration of a Twinning Project Fiche concerning the implementation of the Bologna Process Reforms ","N/A","EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Georgia",,112192,"Services",90,"J",2008
156811,"Feasibility Study and Design for the Refurbishment of a Regional Training Centre for the State Border Guard Service of Ukraine in Kotovsk, Ukraine",11120,"COWI BELGIUM SPRL","Belgium","Ukraine","Kotovsk",189995,"Services",365,"J",2008
157019,"Appui au secteur Eau: Assainissement et FODEP","N/A","COWI BELGIUM SPRL","Belgium","Morocco","il s'agit de la formulation d'un nouveau programme. le benificiare n'est pas encore definit. cependant les industries et la population des bassin hydraulique de Sebou, la Moulouya et Oum Rbie vont benificier de ce programme",141022,"Services",727,"J",2008
157027,"Dummy contract to finance budget increase by 6,279 EUR of FWC 145474.","N/A","IBF INTERNATIONAL CONSULTING SA","Belgium","Russia ","Moscow, St.Petersburg, Pskov, Nizhni Novgorod, Mineralnie Vody, Khabarovsk, Irkutsk, Novosibirsk",6279,"Services",6,"M",2008
157038,"Publication of regional newspaper supplement on EU-RUssia relations 2008",99820,"KOMMERSANT PUBLISHING HOUSE ZAO","Russia ","Russia ","Moscow, Russia; distribution in Russian regions",32000,"Services",6,"M",2008
157113,"Etude sur les modalités de mise en oeuvre des nouveaux instruments d'aide extérieure ouverts par le Réglement IEVP","N/A","AGRICONSULTING EUROPE SA","Belgium","Region Neighbourhood","Bruxelles",52448,"Services",40,"J",2008
157131,"Mid-Term Evaluation of ESI activities","N/A","CAMBRIDGE EDUCATION LIMITED","United Kingdom","Russia ","Moscow (Russian Federation)",45540,"Services",261,"J",2008
157141,"Developing a guidebook of scholarships and brochures on EU funded programmes","N/A","IBF INTERNATIONAL CONSULTING SA","Belgium","Russia ","Moscow (Russian Federation)",35500,"Services",180,"J",2008
157313,"Preparation of ToR for Waste Governance project ENPI East 2008",14050,"PARSONS BRINCKERHOFF LTD","United Kingdom","Eastern Europe Region","Armenia, Azerbaijan, Belarus, Georgia, Moldova and Ukraine. Exact location of pilot projects will be defined during inception phase of the TA project.",146398,"Services",365,"J",2008
157534,"Verification of OSCE project ''Rehabilitation in the Zone of Georgian - Ossetian Conflict''","N/A","MOORE STEPHENS LLP","United Kingdom","Georgia",,29042,"Services",270,"J",2008
157798,"Assessment of IBPP Civil Society Concept Notes 2008","N/A","AGRICONSULTING EUROPE SA","Belgium","Russia ","Moscow",26367,"Services",30,"J",2008
158278,"Electronic Newsletter",22030,"CREATIVE AD DESIGN AND PRINT COMPANY LTD","West Bank and Gaza Strip","West Bank and Gaza Strip","Ramallah - West Bank
Target group: all key interlocutors of the delegation including PA, other donors, media, civil society and private sector networks, implementing partners; as well as key Brussels contacts (RELEX plus AIDCO)",3720,"Services",12,"M",2008
158520,"Communication Strategy 2008","N/A","MEDIAN INTERNATIONAL SA OFFSHORE","Lebanon","Region Neighbourhood",,200000,"Services",12,"M",2008
158554,"Support to the Border Police of  Georgia for the elaboration of a Twinning Project Fiche concerning the Development of the Effective and Efficient Command and Border Technologies System","N/A","ATOS ORIGIN BELGIUM SA","Belgium","Georgia",,106268,"Services",150,"J",2008
158599,"Augmentation du budget relatif au contrat cadre N° 145547 ACAA qui sera engagé sur la décision 19080  +remplacement d'experts",32130,"ECA ENTIDAD COLABORADORA DE LA ADMINISTRACION SA","Spain","Tunisia","Tunis",8710,"Services",30,"J",2008
158670,"Mission d'évaluation et d'identification - Benghazi Action Plan - Libye",13040,"ECORYS NEDERLAND BV","Netherlands (The)","Libya","La mission d'évaluation/identification aura lieu à Bruxelles et à Tunis et en Libye.",75766,"Services",120,"J",2008
158709,"Dummy contract for balance payments of financial audits: 2006/130-035, 2006/129-832, 2006/129-197, 2006/129-431","N/A","MAZARS ET GUERARD SA","France","Russia ","Moscow and RF regions
Target groups: auditees, i.e. BBI",44915.16,"Services",2,"M",2008
159331,"Financial Audit of ''Palestinian-Israeli Peace NGOs Forum'' ",15220,"DELOITTE AND TOUCHESABA AND CO PARTNERSHIP","West Bank and Gaza Strip","West Bank and Gaza Strip","Occupied Palestinian Territory & Israel",10085,"Services",5,"M",2008
159381,"Couverture sous forme de reportages photos et vidéo, du 9ème Festival Culturel européen en Algérie",16061,"ACTION GLOBAL COMMUNICATIONS LTD","Cyprus","Algeria","Algérie",5800,"Services",8,"M",2008
159512,"Review of the EC 2007-09 SPSP - Support to Public Finance Management Reforms in Georgia","N/A","ECORYS NEDERLAND BV","Netherlands (The)","Georgia",,133984,"Services",360,"J",2008
159651,"Organisation and Co-ordination of the Twinning Launching Workshop in Azerbaijan",15110,"BUSINESS AND STRATEGIES IN EUROPE SA","Belgium","Azerbaijan","Target group: Public sector bodies and organisations
Location: Baku, Azerbaijan",59720,"Services",180,"J",2008
159771,"Evaluation of SMAP III",41010,"AGRIFOR CONSULT SA","Belgium","Region Neighbourhood","ENPI South countries",132897,"Services",224,"J",2008
160197,"Preparation of project on Support to Justice Reform in Armenia",15130,"BERENSCHOT GROEP BV","Netherlands (The)","Armenia",,134384,"Services",160,"J",2008
160655,"4 pillars assessment of the Nordic Council of Ministers","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","Region Neighbourhood",,36220,"Services",360,"J",2008
160891,"EU visibility for Implementing Partners"" workshops","N/A","PALESTINIAN YOUTH ASSOCIATION FOR LEADERSHIP AND RIGHTS ACTIVATION","West Bank and Gaza Strip","West Bank and Gaza Strip","Occupied Palestinian Territory : Ramallah. ",7000,"Services",6,"M",2008
161379,"Russian Media Relations Consultancy",22030,"MARTYNOV","Israel","Region Neighbourhood","Israel",5000,"Services",12,"M",2008
161462,"Mission d'identification du programme emploi en Algerie",16020,"CAMBRIDGE EDUCATION LIMITED","United Kingdom","Algeria","Algerie",72580,"Services",125,"J",2008
161790,"Formulation of Health Sector Modernisation Programme (HSMP 2 )",12110,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Syria","Syria: Damascus, Daraa, Lattakia",100712,"Services",28,"J",2008
162214,"2008 ""In-House"" NIF meetings - catering costs - Eurest",99810,"COMPASS GROUP BELGILUX SA","Belgium","Region Neighbourhood","Brussels",7000,"Services",6,"M",2008
162216,"Audit of Support Ukraine Progressive Integration to Electricity TENs","N/A","MOORE STEPHENS LLP","United Kingdom","Ukraine","Milan, Italy",20448,"Services",365,"J",2008
162270,"Call publications","N/A","NEWS AGENCY PRIME NEWS LTD","Georgia","Georgia",,5000,"Services",24,"M",2008
162281,"Youth Media Intercultural Dialogue",16061,"ASSOCIATION ISRAELI ORGANIZATION FOR COMMUNITY TELEVISION RADIO AND COMMUNICATIONS","Israel","Israel","Israel",10000,"Services",4,"M",2008
162326,"World Check System and Pytagoras Filter Licence PEGASE and ECTAO",99810,"GLOBAL OBJECTIVES LIMITED","United Kingdom","West Bank and Gaza Strip","Occupied Palestinian Territory",94281,"Services",12,"M",2008
162356,"Mission d'évaluation finale du programme de Modernisation de l'enseignement supérieur en Tunsie ",11420,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Tunisia","Tunisie",27649,"Services",10,"M",2008
162425,"Impression des actes du colloque de ''Réalités'' intitulé : Le réchauffement climatique et la Méditerranée - Défis et enjeux pour la région ",99810,"MAGHREB MEDIA REALITES SARL","Tunisia","Tunisia","Tunisie",5000,"Services",3,"M",2008
162496,"Evaluation of MEDSTAT II programme",16062,"EUROPEAN CONSULTANTS ORGANISATION SPRL","Belgium","Mediterranean Region","Region: ENPI South - Mediterranean
Countries: Algeria, Egypt, Israel, Jordan, Lebanon, Morocco, occuppied Palestinian territory, Syria, Tunisia, Turkey
Target groups: National Statistical Institutes and other institutions within the respective National Statistical Systems",154421,"Services",300,"J",2008
162505,"Design, printing and delivery of 6 publications and 2 CD-ROMs
",99810,"ADVERTISING AGENCY PAPILLONS","Russia ","Russia ","Moscow, Russia and Russian regions. Target audience: students, Academics, general public, Delegation contacts.",104884,"Services",12,"M",2008
162559,"Suite des activités d'information et de communication pour l'année 2008 voir contrat n° 144308",99810,"SOCIETE KALIMA SARL","Tunisia","Mediterranean Region","Tunis - Tunisie",26000,"Services",5,"M",2008
163017,"4 pillars assessment of the International Centre for Migration Policy Development (ICMPD)","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","Region Neighbourhood","Brussels",24350,"Services",360,"J",2008
163026,"Technical Assistance to RA Ministry of Education and Science for Implementation of AP 2007 SSP in VET -  Resident TA","N/A","ECORYS NEDERLAND BV","Netherlands (The)","Armenia",,196720,"Services",360,"J",2008
163119,"ENPI Conference",22010,"INTERNATIONAL CENTER FOR HUMAN DEVELOPMENT","Armenia","Eastern Europe Region",,10000,"Services",3,"M",2008
163275,"Training and briefings on ENPI issues in Ukraine",43081,"MIZHNARODNA GROMADSKA ORGANIZACIA FUNDACIA POLSKO-UKRAYNSKOI SPIVPRACIPAUSI","Ukraine","Ukraine","Kyiv, Ukraine",69870,"Services",12,"M",2008
163403,"Organisation des Journées du Cinéma européen 2008 en Tunisie","N/A","ASSOCIATION DE COURT-METRAGE ET DOCUMENTAIRE MAGHREBIN","Tunisia","Tunisia","Tunisie",54000,"Services",6,"M",2008
163443,"Production and Distribution of Publications on ENPI 
and EC Assistance to Ukraine and Belarus",99820,"FEST GES LAMP ENERDZI LLC","Ukraine","Ukraine","Ukraine and Belarus",49790,"Services",12,"M",2008
163540,"Formulation of 'Education 2009' Program",11110,"IBF INTERNATIONAL CONSULTING SA","Belgium","Lebanon","Lebanon, Beirut",89975,"Services",331,"J",2008
163683,"Dummy contract to replace an addendum to FWC 146248","N/A","CAMBRIDGE EDUCATION LIMITED","United Kingdom","Eastern Europe Region",,45412,"Services",6,"M",2008
163775,"Mission de pre-identification du programme d¿appui au secteur agricole","N/A","ITALTREND SPA","Italy","Morocco","La mission se déroulera essentiellement à Rabat, selon les besoins identifiés dans le plan de travail détaillé, et se déplacera également dans les régions rurales du pays (provinces de Chefchaouen et Essaouira)",61742,"Services",60,"J",2008
163874,"Mission d'identification et de formulation du programme Education Enseignement supérieur",11420,"HTSPE LIMITED","United Kingdom","Tunisia","Tunisie",132993,"Services",350,"J",2008
163877,"Support to Energy Market Integration and Sustainable Energy in the NIS (SEMISE)",23010,"RAMBOLL DANMARK AS","Denmark","Tacis Region","Partner Countries of the INOGATE Programme, i.e. ENPI-East, excl. Russia, & Central Asia (Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Tajikistan, Turkmenistan, Ukraine, Uzbekistan)",5670000,"Services",36,"M",2008
164072,"Reprinting the Annual Cooperation Report",99810,"RIAD AL SABBAGH BEN MOHAMMAD NADER","Syria","Syria","Damascus, Syria",1275,"Services",1,"M",2008
164110,"Evaluation du programme d'Etudes et de dialogue euro-méditerranéen en matière économique",99810,"INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA","Belgium","Mediterranean Region","10 partenaires méditerranéens MEDA

Target group: instituts de recherche en sciences économiques, %Universités, Ministères",94702,"Services",99,"J",2008
164242,"Financial Audit of the European Institute of Public Administration - European Centre for the Regions (EIPA-ECR)",33181,"MAZARS ET GUERARD SA","France","Region Neighbourhood","9 pays partenaires ENPI Sud",39624,"Services",360,"J",2008
164264,"mission d¿identification et de faisabilité pour le programme « enseignement supérieur » en Algérie.",11420,"AGRICONSULTING EUROPE SA","Belgium","Algeria","Ministère de l'Enseignement Supérieur et de la Recherche Scientifique, Alger",133989,"Services",180,"J",2008
164309,"Financial audit of the Support to political and socio-economic reforms",91010,"USAMAH TABBARAH & CO GENERAL PARTNERSHIP","Lebanon","Lebanon","Beirut-Lebanon ",27440,"Services",43,"M",2008
164369,"Design and Supply of PEGASE visibility materials",22010,"RAMI H Z JANINEH","West Bank and Gaza Strip","West Bank and Gaza Strip","West Bank and Gaza - materials will be used in all banks that participate in the Palestinian Authority Social Allowances Scheme, funded by the EU; as well as in the Ministry of Social Affairs regional centres. ",6900,"Supplies",13,"M",2008
164408,"EUNIDA - Georgia - mission of needs assessment / identification in the context of the future rehabiliation / reconstruction of damaged areas and sectors of the country","N/A","FRANCE COOPERATION INTERNATIONALE","France","Georgia",,250000,"Services",2,"M",2008
164480,"Arabic Language Media Consultancy",22030,"ABU NASSAR WADIIE","Israel","Israel","Israel",5000,"Services",11,"M",2008
164492,"Preparation of the ToR for the project ¿Support to the Development of a Comprehensive Framework for Int'l Environmental Cooperation in the Republic of Belarus¿",41010,"AGRECO GEIE","Belgium","Belarus","Belarus; target group: Min ENV of BY",58459,"Services",180,"J",2008
164496,"Forum Inter-Libanais sur la Compétitivité des Entreprises et la Concurrence",32130,"APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL","France","Lebanon","LIBAN",31289,"Services",6,"M",2008
164502,"Audit of project - Support to the Reform of the Parliament of Georgia","N/A","ERNST AND YOUNG BEDRIJFSREVISOREN CVBA","Belgium","Georgia","Eschborn, Germany",24941.5,"Services",360,"J",2008
164514,"Needs Assessment and Programme Formulation mission on the Palestinian Quality Framework","N/A","IBF INTERNATIONAL CONSULTING SA","Belgium","West Bank and Gaza Strip","Location: PA
Region: The majority of the action will be based in Ramallah at the PSI, PFI and MNE. However, meetings will take place in West Bank cities such as Nablus, Hebron, etc. 
Target group the mentioned organisations and their clients (the Palestinian private sector).",127300,"Services",165,"J",2008
